date,Bus,Rail
2024-03-30,176716.0,628214.0
2024-03-31,176883.0,543212.0
2024-04-01,258733.0,943851.0
2024-04-02,261384.0,974204.0
2024-04-03,265237.0,997073.0
2024-04-04,260291.0,982038.0
2024-04-05,264162.0,1003451.0
2024-04-06,206892.0,628716.0
2024-04-07,193235.0,571189.0
2024-04-08,222872.0,795042.0
2024-04-09,223165.0,757775.0
2024-04-10,187227.0,722158.0
2024-04-11,197031.0,695732.0
2024-04-12,203769.0,704143.0
2024-04-13,176166.0,558949.0
2024-04-14,177542.0,531994.0
2024-04-15,254824.0,861214.0
2024-04-16,260908.0,919421.0
2024-04-17,261034.0,951387.0
2024-04-18,262375.0,948476.0
2024-04-19,262147.0,964662.0
2024-04-20,198258.0,645594.0
2024-04-21,192350.0,569308.0
2024-04-22,268651.0,940821.0
2024-04-23,272085.0,975540.0
2024-04-24,271872.0,982714.0
2024-04-25,268726.0,979471.0
2024-04-26,269083.0,996554.0
2024-04-27,198575.0,702961.0
2024-04-28,192923.0,601153.0
2024-04-29,269658.0,955280.0
2024-04-30,278040.0,1012822.0
2024-05-01,191721.0,646298.0
2024-05-02,277004.0,997973.0
2024-05-03,273343.0,1007271.0
2024-05-04,204924.0,709496.0
2024-05-05,200826.0,632246.0
2024-05-06,277256.0,969767.0
2024-05-07,280265.0,988134.0
2024-05-08,288234.0,1004134.0
2024-05-09,279745.0,1004090.0
2024-05-10,278169.0,1023515.0
2024-05-11,200415.0,677424.0
2024-05-12,210805.0,632102.0
2024-05-13,274495.0,973517.0
2024-05-14,279855.0,1001982.0
2024-05-15,280769.0,1006524.0
2024-05-16,276925.0,1006109.0
2024-05-17,280050.0,1008225.0
2024-05-18,202308.0,686280.0
2024-05-19,200232.0,605678.0
2024-05-20,273638.0,958607.0
2024-05-21,277724.0,1005487.0
2024-05-22,184642.0,607826.0
2024-05-23,267778.0,968715.0
2024-05-24,270397.0,1021256.0
2024-05-25,196894.0,760799.0
2024-05-26,193747.0,686454.0
2024-05-27,259157.0,1011128.0
2024-05-28,263476.0,1051960.0
2024-05-29,262598.0,1090935.0
2024-05-30,258911.0,1077256.0
2024-05-31,255041.0,1047355.0
2024-06-01,203924.0,816189.0
2024-06-02,201329.0,754450.0
2024-06-03,177491.0,609398.0
2024-06-04,273193.0,993100.0
2024-06-05,269264.0,992277.0
2024-06-06,266211.0,977336.0
2024-06-07,268485.0,990442.0
2024-06-08,204315.0,708779.0
2024-06-09,207357.0,642238.0
2024-06-10,273070.0,984782.0
2024-06-11,275210.0,1026241.0
2024-06-12,277723.0,1023727.0
2024-06-13,274926.0,1025694.0
2024-06-14,274758.0,1024436.0
2024-06-15,203912.0,691239.0
2024-06-16,204320.0,639164.0
2024-06-17,180290.0,620734.0
2024-06-18,248164.0,954825.0
2024-06-19,266714.0,993199.0
2024-06-20,264550.0,983521.0
2024-06-21,263226.0,976504.0
2024-06-22,198531.0,690749.0
2024-06-23,191045.0,607085.0
2024-06-24,267761.0,958054.0
2024-06-25,269671.0,993024.0
2024-06-26,271753.0,1004879.0
2024-06-27,270492.0,995535.0
2024-06-28,270726.0,1003195.0
2024-06-29,205588.0,725122.0
2024-06-30,199334.0,621478.0
2024-07-01,280169.0,992798.0
2024-07-02,283898.0,1022987.0
2024-07-03,284652.0,1044972.0
2024-07-04,280999.0,1042312.0
2024-07-05,285656.0,1064947.0
2024-07-06,213421.0,755917.0
2024-07-07,215272.0,717919.0
2024-07-08,182990.0,611076.0
2024-07-09,281465.0,1030218.0
2024-07-10,281675.0,1053175.0
2024-07-11,284994.0,1047926.0
2024-07-12,279196.0,1033039.0
2024-07-13,212842.0,725734.0
2024-07-14,201221.0,623167.0
2024-07-15,280994.0,997045.0
2024-07-16,286305.0,1030079.0
2024-07-17,289199.0,1046299.0
2024-07-18,283445.0,1030102.0
2024-07-19,280148.0,1033251.0
2024-07-20,205245.0,749112.0
2024-07-21,200227.0,613091.0
2024-07-22,283492.0,995121.0
2024-07-23,288005.0,1027368.0
2024-07-24,288415.0,1031823.0
2024-07-25,286116.0,1032880.0
2024-07-26,284033.0,1039387.0
2024-07-27,214917.0,742130.0
2024-07-28,198757.0,626679.0
2024-07-29,274607.0,990058.0
2024-07-30,281666.0,1032476.0
2024-07-31,285167.0,1051618.0
2024-08-01,287786.0,1043195.0
2024-08-02,283979.0,1045674.0
2024-08-03,208791.0,732497.0
2024-08-04,197829.0,627318.0
2024-08-05,278745.0,1006328.0
2024-08-06,287994.0,1049281.0
2024-08-07,290131.0,1068389.0
2024-08-08,292477.0,1066450.0
2024-08-09,288571.0,1056803.0
2024-08-10,216511.0,751866.0
2024-08-11,205459.0,620385.0
2024-08-12,283076.0,1032823.0
2024-08-13,293026.0,1051062.0
2024-08-14,289867.0,1058498.0
2024-08-15,288157.0,1045872.0
2024-08-16,285959.0,1043817.0
2024-08-17,203521.0,721344.0
2024-08-18,204404.0,640197.0
2024-08-19,278002.0,1008125.0
2024-08-20,276940.0,1033379.0
2024-08-21,284424.0,1046582.0
2024-08-22,282520.0,1034127.0
2024-08-23,277005.0,1048151.0
2024-08-24,209927.0,789518.0
2024-08-25,197903.0,624466.0
2024-08-26,270396.0,992612.0
2024-08-27,277446.0,1026051.0
2024-08-28,284720.0,1034051.0
2024-08-29,280269.0,1026632.0
2024-08-30,283463.0,1069972.0
2024-08-31,283894.0,836014.0
2024-09-01,197447.0,605829.0
2024-09-02,268375.0,946188.0
2024-09-03,277344.0,998704.0
2024-09-04,285945.0,1049350.0
2024-09-05,281499.0,1033376.0
2024-09-06,282466.0,1028686.0
2024-09-07,214544.0,741548.0
2024-09-08,215534.0,652488.0
2024-09-09,282316.0,1013865.0
2024-09-10,282444.0,1041976.0
2024-09-11,298701.0,1056664.0
2024-09-12,294180.0,1034581.0
2024-09-13,288427.0,1040935.0
2024-09-14,226850.0,774778.0
2024-09-15,236103.0,744814.0
2024-09-16,209862.0,714628.0
2024-09-17,223551.0,727518.0
2024-09-18,295549.0,1045113.0
2024-09-19,306758.0,1051037.0
2024-09-20,300415.0,1052291.0
2024-09-21,223222.0,684757.0
2024-09-22,219193.0,597185.0
2024-09-23,276047.0,982807.0
2024-09-24,280349.0,1025806.0
2024-09-25,281710.0,1033724.0
2024-09-26,282462.0,1040799.0
2024-09-27,281327.0,1040347.0
2024-09-28,205324.0,708969.0
2024-09-29,193863.0,618899.0
2024-09-30,273883.0,996009.0
2024-10-01,291217.0,1053147.0
2024-10-02,291303.0,1062281.0
2024-10-03,285576.0,1081544.0
2024-10-04,292628.0,1098261.0
2024-10-05,215449.0,779981.0
2024-10-06,220776.0,704332.0
2024-10-07,293758.0,1025974.0
2024-10-08,295773.0,1061766.0
2024-10-09,298780.0,1062623.0
2024-10-10,295773.0,1060990.0
2024-10-11,295758.0,1082539.0
2024-10-12,213367.0,750813.0
2024-10-13,211595.0,672008.0
2024-10-14,289399.0,1023004.0
2024-10-15,290536.0,1052019.0
2024-10-16,304019.0,1080209.0
2024-10-17,301202.0,1068318.0
2024-10-18,294406.0,1079002.0
2024-10-19,212443.0,718782.0
2024-10-20,206347.0,644647.0
2024-10-21,293990.0,1013132.0
2024-10-22,294771.0,1048419.0
2024-10-23,297732.0,1058638.0
2024-10-24,292939.0,1057503.0
2024-10-25,288369.0,1073713.0
2024-10-26,213096.0,820829.0
2024-10-27,198267.0,658233.0
2024-10-28,274560.0,1005115.0
2024-10-29,278984.0,1061690.0
2024-10-30,270445.0,1086009.0
2024-10-31,196094.0,766135.0
2024-11-01,237740.0,925401.0
2024-11-02,207597.0,711195.0
2024-11-03,229318.0,642382.0
2024-11-04,286794.0,1006031.0
2024-11-05,295168.0,1047804.0
2024-11-06,294905.0,1065969.0
2024-11-07,297604.0,1068036.0
2024-11-08,299033.0,1089197.0
2024-11-09,221290.0,775679.0
2024-11-10,218680.0,667214.0
2024-11-11,301196.0,1050552.0
2024-11-12,295289.0,1066019.0
2024-11-13,304014.0,1073940.0
2024-11-14,299659.0,1076199.0
2024-11-15,298304.0,1091142.0
2024-11-16,211847.0,730750.0
2024-11-17,208041.0,652284.0
2024-11-18,297217.0,1047147.0
2024-11-19,299673.0,1086408.0
2024-11-20,304946.0,1103252.0
2024-11-21,299673.0,1111189.0
2024-11-22,300303.0,1119140.0
2024-11-23,214987.0,809085.0
2024-11-24,204485.0,671643.0
2024-11-25,291822.0,1046155.0
2024-11-26,294239.0,1075184.0
2024-11-27,289913.0,1082339.0
2024-11-28,288269.0,1089621.0
2024-11-29,288737.0,1113108.0
2024-11-30,220106.0,814032.0
2024-12-01,216479.0,710362.0
2024-12-02,282960.0,1038340.0
2024-12-03,288351.0,1074583.0
2024-12-04,293941.0,1097007.0
2024-12-05,285674.0,1079326.0
2024-12-06,291136.0,1100395.0
2024-12-07,226899.0,818311.0
2024-12-08,225853.0,711735.0
2024-12-09,285557.0,1040900.0
2024-12-10,293723.0,1094559.0
2024-12-11,265233.0,1072404.0
2024-12-12,293062.0,1071783.0
2024-12-13,285969.0,1051365.0
2024-12-14,228045.0,800363.0
2024-12-15,213459.0,686653.0
2024-12-16,282255.0,1015260.0
2024-12-17,283754.0,1049583.0
2024-12-18,289897.0,1075662.0
2024-12-19,285171.0,1032048.0
2024-12-20,286367.0,1118303.0
2024-12-21,215145.0,842837.0
2024-12-22,210928.0,797329.0
2024-12-23,260915.0,1030023.0
2024-12-24,258469.0,1069482.0
2024-12-25,200189.0,841944.0
2024-12-26,242497.0,962099.0
2024-12-27,238782.0,928798.0
2024-12-28,200997.0,717226.0
2024-12-29,193041.0,622341.0
2024-12-30,250513.0,917216.0
2024-12-31,289408.0,1343749.0
2025-01-01,208197.0,736131.0
2025-01-02,267834.0,986395.0
2025-01-03,264484.0,976957.0
2025-01-04,202634.0,647092.0
2025-01-05,198588.0,588254.0
2025-01-06,280404.0,1034934.0
2025-01-07,285379.0,1068865.0
2025-01-08,292544.0,1090791.0
2025-01-09,288952.0,1086440.0
2025-01-10,285288.0,1088100.0
2025-01-11,216555.0,747736.0
2025-01-12,223297.0,665423.0
2025-01-13,291422.0,1052696.0
2025-01-14,288652.0,1066792.0
2025-01-15,298259.0,1088642.0
2025-01-16,298153.0,1085988.0
2025-01-17,296209.0,1092582.0
2025-01-18,215523.0,741098.0
2025-01-19,212363.0,663830.0
2025-01-20,284186.0,1070457.0
2025-01-21,284857.0,1100673.0
2025-01-22,290956.0,1115660.0
2025-01-23,287109.0,1110063.0
2025-01-24,279125.0,1090161.0
2025-01-25,211269.0,750829.0
2025-01-26,201798.0,662509.0
2025-01-27,251246.0,961448.0
2025-01-28,242009.0,911383.0
2025-01-29,210110.0,819648.0
2025-01-30,193044.0,698260.0
2025-01-31,220670.0,775656.0
2025-02-01,195415.0,657859.0
2025-02-02,198258.0,614300.0
2025-02-03,272778.0,985787.0
2025-02-04,277992.0,1047256.0
2025-02-05,279252.0,1059210.0
2025-02-06,276226.0,1062801.0
2025-02-07,280073.0,1086826.0
2025-02-08,220703.0,794249.0
2025-02-09,224822.0,724690.0
2025-02-10,289682.0,1118372.0
2025-02-11,218246.0,741825.0
2025-02-12,294501.0,1152349.0
2025-02-13,290683.0,1125281.0
2025-02-14,295745.0,1142290.0
2025-02-15,216239.0,784731.0
2025-02-16,209309.0,645070.0
2025-02-17,297412.0,1059055.0
2025-02-18,304582.0,1121687.0
2025-02-19,307191.0,1129303.0
2025-02-20,304436.0,1121316.0
2025-02-21,300620.0,1106020.0
2025-02-22,219085.0,754304.0
2025-02-23,209739.0,665459.0
2025-02-24,285308.0,1077995.0
2025-02-25,302776.0,1117247.0
2025-02-26,308891.0,1129342.0
2025-02-27,301968.0,1119401.0
2025-02-28,306658.0,1145911.0
2025-03-01,223996.0,722259.0
2025-03-02,187334.0,520028.0
2025-03-03,287394.0,1020972.0
2025-03-04,291163.0,1063372.0
2025-03-05,295582.0,1075205.0
2025-03-06,290907.0,1066510.0
2025-03-07,293453.0,1078670.0
2025-03-08,201009.0,636136.0
2025-03-09,200734.0,577453.0
2025-03-10,290713.0,1050158.0
2025-03-11,292835.0,1084033.0
2025-03-12,293637.0,1090065.0
2025-03-13,293366.0,1085839.0
2025-03-14,293321.0,1104530.0
2025-03-15,204358.0,693386.0
2025-03-16,192109.0,593328.0
2025-03-17,281906.0,1005985.0
2025-03-18,189725.0,611134.0
2025-03-19,298199.0,1087568.0
2025-03-20,291991.0,1084189.0
2025-03-21,295909.0,1095383.0
2025-03-22,205305.0,698611.0
2025-03-23,190623.0,584794.0
2025-03-24,286841.0,1050698.0
2025-03-25,293232.0,1079903.0
2025-03-26,295169.0,1093950.0
2025-03-27,288851.0,1048452.0
2025-03-28,280251.0,1014646.0
2025-03-29,203152.0,631103.0
2025-03-30,205935.0,602879.0
2025-03-31,183663.0,685286.0
2025-04-01,197174.0,650015.0
2025-04-02,227511.0,804940.0
2025-04-03,233972.0,830717.0
2025-04-04,227989.0,830123.0
2025-04-05,194878.0,625090.0
2025-04-06,202503.0,604478.0
2025-04-07,298432.0,1031311.0
2025-04-08,302374.0,1081464.0
2025-04-09,307489.0,1086093.0
2025-04-10,306964.0,1090319.0
2025-04-11,301742.0,1099761.0
2025-04-12,225303.0,745272.0
2025-04-13,219899.0,668232.0
2025-04-14,304807.0,1067324.0
2025-04-15,309446.0,1115270.0
2025-04-16,316948.0,1156440.0
2025-04-17,310236.0,1127271.0
2025-04-18,322406.0,1129448.0
2025-04-19,239292.0,783562.0
2025-04-20,234579.0,683412.0
2025-04-21,301244.0,1064578.0
2025-04-22,308923.0,1100130.0
2025-04-23,304219.0,1099011.0
2025-04-24,306077.0,1112699.0
2025-04-25,303768.0,1118065.0
2025-04-26,221822.0,797893.0
2025-04-27,207847.0,650123.0
2025-04-28,299408.0,1066292.0
2025-04-29,306951.0,1098840.0
2025-04-30,320734.0,1173637.0
2025-05-01,208506.0,734376.0
2025-05-02,294684.0,1046435.0
2025-05-03,207827.0,757326.0
2025-05-04,202373.0,643141.0
2025-05-05,306945.0,1080438.0
2025-05-06,310286.0,1108630.0
2025-05-07,310471.0,1118685.0
2025-05-08,309731.0,1108407.0
2025-05-09,308129.0,1126971.0
2025-05-10,221322.0,812171.0
2025-05-11,222038.0,735112.0
2025-05-12,199106.0,644417.0
2025-05-13,307045.0,1094810.0
2025-05-14,308304.0,1108175.0
2025-05-15,307704.0,1097071.0
2025-05-16,299987.0,1083485.0
2025-05-17,214305.0,709061.0
2025-05-18,203833.0,618065.0
2025-05-19,298088.0,1044966.0
2025-05-20,305296.0,1100914.0
2025-05-21,311721.0,1126188.0
2025-05-22,306715.0,1119682.0
2025-05-23,296250.0,1150122.0
2025-05-24,218228.0,855396.0
2025-05-25,200597.0,698133.0
2025-05-26,289751.0,1004935.0
2025-05-27,294213.0,1025862.0
2025-05-28,298030.0,1148155.0
2025-05-29,293424.0,1182431.0
2025-05-30,291923.0,1183368.0
2025-05-31,218863.0,878255.0
2025-06-01,218727.0,842317.0
2025-06-02,193203.0,677473.0
2025-06-03,287156.0,1115047.0
2025-06-04,284464.0,1138891.0
2025-06-05,282424.0,1110299.0
2025-06-06,276030.0,994018.0
2025-06-07,207136.0,701829.0
2025-06-08,226033.0,699126.0
2025-06-09,269697.0,985712.0
2025-06-10,299629.0,1131478.0
2025-06-11,309018.0,1120481.0
2025-06-12,306084.0,1098704.0
2025-06-13,300086.0,1088552.0
2025-06-14,220408.0,729044.0
2025-06-15,211947.0,640617.0
2025-06-16,297319.0,1065644.0
2025-06-17,308859.0,1108828.0
2025-06-18,309167.0,1117219.0
2025-06-19,307116.0,1098091.0
2025-06-20,299134.0,1095172.0
2025-06-21,220260.0,741285.0
2025-06-22,211682.0,669861.0
2025-06-23,305602.0,1069206.0
2025-06-24,304781.0,1101641.0
2025-06-25,313444.0,1117953.0
2025-06-26,301121.0,1134328.0
2025-06-27,205330.0,692573.0
2025-06-28,215933.0,727058.0
2025-06-29,206624.0,634334.0
2025-06-30,302519.0,1051344.0
2025-07-01,294468.0,1115235.0
2025-07-02,295624.0,1123452.0
2025-07-03,295038.0,1118553.0
2025-07-04,292283.0,1123762.0
2025-07-05,214256.0,763317.0
2025-07-06,201560.0,671877.0
2025-07-07,284897.0,1113446.0
2025-07-08,296543.0,1150049.0
2025-07-09,302291.0,1162338.0
2025-07-10,299114.0,1154867.0
2025-07-11,296721.0,1155471.0
2025-07-12,216645.0,793173.0
2025-07-13,201504.0,692250.0
2025-07-14,291383.0,1112459.0
2025-07-15,299869.0,1156873.0
2025-07-16,302625.0,1167534.0
2025-07-17,298322.0,1145508.0
2025-07-18,293252.0,1157343.0
2025-07-19,205960.0,778103.0
2025-07-20,194922.0,660265.0
2025-07-21,293013.0,1098834.0
2025-07-22,291883.0,1127682.0
2025-07-23,300453.0,1155479.0
2025-07-24,296324.0,1154242.0
2025-07-25,293822.0,1161014.0
2025-07-26,206855.0,811680.0
2025-07-27,190195.0,657375.0
2025-07-28,289129.0,1089846.0
2025-07-29,293533.0,1117256.0
2025-07-30,295006.0,1140181.0
2025-07-31,292584.0,1127967.0
2025-08-01,297038.0,1133279.0
2025-08-02,212531.0,776517.0
2025-08-03,200727.0,682069.0
2025-08-04,288964.0,1101095.0
2025-08-05,298995.0,1154352.0
2025-08-06,299154.0,1171395.0
2025-08-07,300137.0,1162841.0
2025-08-08,295456.0,1164523.0
2025-08-09,210853.0,805827.0
2025-08-10,204587.0,707722.0
2025-08-11,295799.0,1137105.0
2025-08-12,299816.0,1171684.0
2025-08-13,303058.0,1181892.0
2025-08-14,291407.0,1160692.0
2025-08-15,293587.0,1176078.0
2025-08-16,211464.0,810521.0
2025-08-17,199839.0,693541.0
2025-08-18,295412.0,1106429.0
2025-08-19,296823.0,1149447.0
2025-08-20,302723.0,1163938.0
2025-08-21,289407.0,1136747.0
2025-08-22,291416.0,1150716.0
2025-08-23,206287.0,785079.0
2025-08-24,189877.0,676867.0
2025-08-25,288697.0,1106038.0
2025-08-26,295490.0,1133599.0
2025-08-27,293797.0,1141890.0
2025-08-28,282649.0,1135134.0
2025-08-29,287962.0,1151325.0
2025-08-30,214673.0,893291.0
2025-08-31,298501.0,850788.0
2025-09-01,181085.0,639606.0
2025-09-02,290158.0,1101818.0
2025-09-03,288874.0,1115933.0
2025-09-04,284608.0,1156357.0
2025-09-05,205495.0,707502.0
2025-09-06,209885.0,710002.0
2025-09-07,200850.0,630691.0
2025-09-08,288604.0,1091008.0
2025-09-09,293137.0,1136761.0
2025-09-10,294667.0,1147292.0
2025-09-11,289500.0,1138095.0
2025-09-12,287329.0,1143860.0
2025-09-13,196348.0,795956.0
2025-09-14,202728.0,764184.0
2025-09-15,177624.0,772881.0
2025-09-16,180001.0,693586.0
2025-09-17,272807.0,1127267.0
2025-09-18,271797.0,1130309.0
2025-09-19,267390.0,1096131.0
2025-09-20,190533.0,747141.0
2025-09-21,182042.0,608046.0
2025-09-22,280665.0,1078117.0
2025-09-23,288063.0,1111930.0
2025-09-24,291466.0,1126281.0
2025-09-25,289105.0,1125549.0
2025-09-26,283090.0,1119188.0
2025-09-27,198152.0,740902.0
2025-09-28,179237.0,639420.0
2025-09-29,278480.0,1074554.0
2025-09-30,286744.0,1115914.0
2025-10-01,290906.0,1137293.0
2025-10-02,290301.0,1149175.0
2025-10-03,286430.0,1171365.0
2025-10-04,214015.0,849773.0
2025-10-05,207360.0,726047.0
2025-10-06,294652.0,1096232.0
2025-10-07,302690.0,1151984.0
2025-10-08,307678.0,1171342.0
2025-10-09,302336.0,1130203.0
2025-10-10,306707.0,1171694.0
2025-10-11,222671.0,778935.0
2025-10-12,200593.0,666981.0
2025-10-13,298742.0,1100596.0
2025-10-14,299823.0,1141036.0
2025-10-15,309359.0,1151882.0
2025-10-16,306522.0,1155457.0
2025-10-17,297372.0,1161345.0
2025-10-18,207734.0,790222.0
2025-10-19,204113.0,767819.0
2025-10-20,174055.0,692699.0
2025-10-21,254112.0,1049063.0
2025-10-22,257247.0,1055070.0
2025-10-23,266079.0,1023588.0
2025-10-24,271888.0,1050715.0
2025-10-25,208675.0,694678.0
2025-10-26,199575.0,559322.0
2025-10-27,269683.0,877910.0
2025-10-28,279416.0,929460.0
2025-10-29,297568.0,1091419.0
2025-10-30,291475.0,1102715.0
2025-10-31,293358.0,1121744.0
2025-11-01,214755.0,746614.0
2025-11-02,198454.0,648394.0
2025-11-03,284816.0,1075289.0
2025-11-04,287771.0,1111568.0
2025-11-05,297955.0,1125253.0
2025-11-06,293911.0,1133391.0
2025-11-07,296498.0,1159416.0
2025-11-08,219855.0,781491.0
2025-11-09,216057.0,694908.0
2025-11-10,291661.0,1103053.0
2025-11-11,298819.0,1143953.0
2025-11-12,301945.0,1143549.0
2025-11-13,294276.0,1126705.0
2025-11-14,293450.0,1125520.0
2025-11-15,210337.0,743182.0
2025-11-16,203612.0,650706.0
2025-11-17,293663.0,1086528.0
2025-11-18,301986.0,1140970.0
2025-11-19,308005.0,1144389.0
2025-11-20,303218.0,1142591.0
2025-11-21,295597.0,1134106.0
2025-11-22,216678.0,778741.0
2025-11-23,194636.0,643303.0
2025-11-24,267094.0,1056444.0
2025-11-25,289331.0,1124084.0
2025-11-26,295232.0,1141937.0
2025-11-27,284924.0,1133473.0
2025-11-28,274932.0,1127668.0
2025-11-29,227312.0,772140.0
2025-11-30,182523.0,691028.0
2025-12-01,283708.0,1087387.0
2025-12-02,295843.0,1127884.0
2025-12-03,298402.0,1135092.0
2025-12-04,291486.0,1149731.0
2025-12-05,298342.0,1158596.0
2025-12-06,230021.0,823041.0
2025-12-07,231320.0,737579.0
2025-12-08,295367.0,1104786.0
2025-12-09,298902.0,1128286.0
2025-12-10,304536.0,1145791.0
2025-12-11,265366.0,1083073.0
2025-12-12,291846.0,1091996.0
2025-12-13,213692.0,763997.0
2025-12-14,212113.0,731107.0
2025-12-15,282959.0,1071490.0
2025-12-16,289025.0,1100843.0
2025-12-17,291463.0,1121661.0
2025-12-18,285311.0,1112621.0
2025-12-19,278517.0,1126158.0
2025-12-20,210163.0,842844.0
2025-12-21,201388.0,765699.0
2025-12-22,263233.0,1087440.0
2025-12-23,263368.0,1117527.0
2025-12-24,263448.0,1128845.0
2025-12-25,191146.0,825090.0
2025-12-26,233799.0,947431.0
2025-12-27,192130.0,785852.0
2025-12-28,187820.0,688027.0
2025-12-29,253362.0,990096.0
2025-12-30,255209.0,1024438.0
2025-12-31,278694.0,1429616.0
2026-01-01,191576.0,780679.0
2026-01-02,241887.0,965916.0
2026-01-03,197948.0,727602.0
2026-01-04,188699.0,634727.0
2026-01-05,274224.0,1094665.0
2026-01-06,280061.0,1133968.0
2026-01-07,283895.0,1149944.0
2026-01-08,281814.0,1120768.0
2026-01-09,277308.0,1122879.0
2026-01-10,212841.0,830637.0
2026-01-11,207862.0,653857.0
2026-01-12,295801.0,1088428.0
2026-01-13,302682.0,1141215.0
2026-01-14,307023.0,1155374.0
2026-01-15,297544.0,1138834.0
2026-01-16,300748.0,1167029.0
2026-01-17,214179.0,759202.0
2026-01-18,203126.0,649806.0
2026-01-19,298457.0,1115797.0
2026-01-20,308478.0,1151677.0
2026-01-21,309445.0,1156986.0
2026-01-22,306244.0,1146961.0
2026-01-23,299070.0,1159902.0
2026-01-24,214183.0,759409.0
2026-01-25,200241.0,661351.0
2026-01-26,296632.0,1124721.0
2026-01-27,301666.0,1161293.0
2026-01-28,300517.0,1182567.0
2026-01-29,302108.0,1164378.0
2026-01-30,307372.0,1237127.0
2026-01-31,226024.0,949512.0
2026-02-01,240236.0,850663.0
2026-02-02,187011.0,654323.0
2026-02-03,270817.0,796273.0
2026-02-04,311821.0,1175654.0
2026-02-05,310471.0,1195894.0
2026-02-06,310779.0,1217056.0
2026-02-07,231778.0,901984.0
2026-02-08,223726.0,765108.0
2026-02-09,315024.0,1200424.0
2026-02-10,322426.0,1240145.0
2026-02-11,318780.0,1252272.0
2026-02-12,314630.0,1250780.0
2026-02-13,309666.0,1273334.0
2026-02-14,215297.0,898984.0
2026-02-15,200805.0,741107.0
2026-02-16,229476.0,926121.0
2026-02-17,177943.0,715107.0
2026-02-18,174911.0,635026.0
2026-02-19,196481.0,744851.0
2026-02-20,210705.0,805298.0
2026-02-21,171913.0,555532.0
2026-02-22,161319.0,520298.0
2026-02-23,280727.0,1064529.0
2026-02-24,284465.0,1087216.0
2026-02-25,279388.0,1090243.0
2026-02-26,286624.0,1120084.0
2026-02-27,285769.0,1136556.0
2026-02-28,198953.0,674717.0
2026-03-01,185661.0,715074.0
2026-03-02,289057.0,1117267.0
2026-03-03,292288.0,1151219.0
2026-03-04,292371.0,1164617.0
2026-03-05,292808.0,1164461.0
2026-03-06,289194.0,1165457.0
2026-03-07,194991.0,743395.0
2026-03-08,197264.0,663022.0
2026-03-09,290180.0,1136277.0
2026-03-10,300005.0,1177059.0
2026-03-11,299063.0,1120674.0
2026-03-12,294219.0,1176733.0
2026-03-13,292409.0,1182580.0
2026-03-14,202876.0,768701.0
2026-03-15,192674.0,656627.0
2026-03-16,286291.0,1138991.0
2026-03-17,288550.0,1197162.0
2026-03-18,271533.0,1132740.0
2026-03-19,247059.0,944826.0
2026-03-20,183499.0,628810.0
2026-03-21,180905.0,723133.0
2026-03-22,198298.0,738186.0
2026-03-23,166080.0,621228.0
2026-03-24,223508.0,876624.0
2026-03-25,239810.0,956831.0
2026-03-26,245358.0,1012980.0
2026-03-27,246600.0,1004942.0
2026-03-28,188887.0,673871.0
2026-03-29,183561.0,609922.0
2026-03-30,282310.0,1091386.0
2026-03-31,292044.0,1149333.0
2026-04-01,300543.0,1163786.0
2026-04-02,278712.0,1155900.0
2026-04-03,302021.0,1158413.0
2026-04-04,231410.0,777321.0
2026-04-05,216703.0,677829.0
2026-04-06,269147.0,1120380.0
2026-04-07,304775.0,1171289.0
2026-04-08,304606.0,1185310.0
2026-04-09,300601.0,1173188.0
2026-04-10,294864.0,1167186.0
2026-04-11,220036.0,790407.0
2026-04-12,213507.0,696401.0
2026-04-13,299524.0,1124190.0
2026-04-14,299615.0,1151484.0
2026-04-15,306305.0,1174006.0
2026-04-16,301320.0,1161119.0
2026-04-17,298439.0,1178426.0
2026-04-18,217806.0,800597.0
2026-04-19,204569.0,670664.0
2026-04-20,294309.0,1123939.0
2026-04-21,298267.0,1136593.0
2026-04-22,303911.0,1153094.0
2026-04-23,297931.0,1136301.0
2026-04-24,290689.0,1137190.0
2026-04-25,206957.0,768769.0
2026-04-26,197718.0,683996.0
2026-04-27,286477.0,1096467.0
2026-04-28,290578.0,1124718.0
2026-04-29,294222.0,1160565.0
2026-04-30,297751.0,1219153.0
