origin,destination,total_ridership,origin_label,destination_label,log_ridership
KG08: Mutiara Damansara,KG22: Maluri,13414,Mutiara Damansara,Maluri,4.1275583020046325
KG08: Mutiara Damansara,KG25: Taman Mutiara,5605,Mutiara Damansara,Taman Mutiara,3.748575616930992
KG08: Mutiara Damansara,KG26: Taman Connaught,6181,Mutiara Damansara,Taman Connaught,3.7910587435918255
KG08: Mutiara Damansara,KG35: Kajang,15302,Mutiara Damansara,Kajang,4.184748197627941
KG08: Mutiara Damansara,KJ02: Taman Melati,2477,Mutiara Damansara,Taman Melati,3.3939260065858368
KG08: Mutiara Damansara,KJ03: Wangsa Maju,4162,Mutiara Damansara,Wangsa Maju,3.6193020758756083
KG08: Mutiara Damansara,KJ04: Sri Rampai,2618,Mutiara Damansara,Sri Rampai,3.417969642214737
KG08: Mutiara Damansara,KJ09: Ampang Park,3119,Mutiara Damansara,Ampang Park,3.4940153747571436
KG08: Mutiara Damansara,KJ10: KLCC,15332,Mutiara Damansara,KLCC,4.185598810582315
KG08: Mutiara Damansara,KJ13: Masjid Jamek,2661,Mutiara Damansara,Masjid Jamek,3.425044874551389
KG08: Mutiara Damansara,KJ14: Pasar Seni,22181,Mutiara Damansara,Pasar Seni,4.345981121826305
KG08: Mutiara Damansara,KJ15: KL Sentral,1482,Mutiara Damansara,KL Sentral,3.170848203643309
KG08: Mutiara Damansara,KJ16: Bank Rakyat Bangsar,4491,Mutiara Damansara,Bank Rakyat Bangsar,3.652343055062715
KG08: Mutiara Damansara,KJ17: Abdullah Hukum,10013,Mutiara Damansara,Abdullah Hukum,4.000564216165375
KG08: Mutiara Damansara,KJ18: Kerinchi,4302,Mutiara Damansara,Kerinchi,3.6336704060514435
KG08: Mutiara Damansara,KJ19: Universiti,2780,Mutiara Damansara,Universiti,3.444044795918076
KG08: Mutiara Damansara,KJ21: Asia Jaya,1929,Mutiara Damansara,Asia Jaya,3.2853322276438846
KG08: Mutiara Damansara,KJ28: Subang Jaya,1315,Mutiara Damansara,Subang Jaya,3.1189257528257768
KG08: Mutiara Damansara,MR01: KL Sentral,7,Mutiara Damansara,KL Sentral,0.8450980400142568
KG08: Mutiara Damansara,MR04: Hang Tuah,1466,Mutiara Damansara,Hang Tuah,3.166133970305109
KG08: Mutiara Damansara,MR05: Imbi,48,Mutiara Damansara,Imbi,1.6812412373755872
KG08: Mutiara Damansara,MR06: Bukit Bintang,20,Mutiara Damansara,Bukit Bintang,1.3010299956639813
KG08: Mutiara Damansara,SP15: Bandar Tasik Selatan,2537,Mutiara Damansara,Bandar Tasik Selatan,3.404320467221731
KG09: Bandar Utama,AG04: PWTC,2448,Bandar Utama,PWTC,3.3888114134735234
KG09: Bandar Utama,AG06: Bandaraya,2133,Bandar Utama,Bandaraya,3.3289908554494287
KG09: Bandar Utama,AG07: Masjid Jamek,3787,Bandar Utama,Masjid Jamek,3.578295305120826
KG09: Bandar Utama,AG10: Pudu,2822,Bandar Utama,Pudu,3.450557009418329
KG09: Bandar Utama,AG18: Ampang,6162,Bandar Utama,Ampang,3.7897216939809217
KG09: Bandar Utama,KG06: Kota Damansara,71854,Bandar Utama,Kota Damansara,4.856450949638981
KG09: Bandar Utama,KG07: Surian,107053,Bandar Utama,Surian,5.029598842253436
KG09: Bandar Utama,KG08: Mutiara Damansara,97735,Bandar Utama,Mutiara Damansara,4.990050117299545
KG09: Bandar Utama,KG10: TTDI,49098,Bandar Utama,TTDI,4.691063801559741
KG09: Bandar Utama,KG13: Pusat Bandar Damansara,25147,Bandar Utama,Pusat Bandar Damansara,4.400486181791204
KG09: Bandar Utama,KG14: Semantan,22887,Bandar Utama,Semantan,4.359588869615034
KG09: Bandar Utama,KG15: Muzium Negara,61844,Bandar Utama,Muzium Negara,4.791297571494794
KG09: Bandar Utama,KG16: Pasar Seni,18922,Bandar Utama,Pasar Seni,4.276967038147092
KG09: Bandar Utama,KG18: Bukit Bintang,74739,Bandar Utama,Bukit Bintang,4.873547282737765
KG09: Bandar Utama,KG20: Tun Razak Exchange,41753,Bandar Utama,Tun Razak Exchange,4.620687685487591
KG09: Bandar Utama,KG21: Cochrane,13701,Bandar Utama,Cochrane,4.136752266326663
KG09: Bandar Utama,KG22: Maluri,27388,Bandar Utama,Maluri,4.437560319195281
KG09: Bandar Utama,KG25: Taman Mutiara,13651,Bandar Utama,Taman Mutiara,4.1351644666569545
KG09: Bandar Utama,KG26: Taman Connaught,11581,Bandar Utama,Taman Connaught,4.063746061613443
KG09: Bandar Utama,KG35: Kajang,21618,Bandar Utama,Kajang,4.334815512506212
KG09: Bandar Utama,KJ02: Taman Melati,5760,Bandar Utama,Taman Melati,3.760422483423212
KG09: Bandar Utama,KJ03: Wangsa Maju,10737,Bandar Utama,Wangsa Maju,4.030882953109667
KG09: Bandar Utama,KJ04: Sri Rampai,4563,Bandar Utama,Sri Rampai,3.659250468772661
KG09: Bandar Utama,KJ09: Ampang Park,2543,Bandar Utama,Ampang Park,3.405346360175709
KG09: Bandar Utama,KJ10: KLCC,16535,Bandar Utama,KLCC,4.218404199249722
KG09: Bandar Utama,KJ13: Masjid Jamek,3555,Bandar Utama,Masjid Jamek,3.550839605065785
KG09: Bandar Utama,KJ14: Pasar Seni,25946,Bandar Utama,Pasar Seni,4.414070413751801
KG09: Bandar Utama,KJ15: KL Sentral,2152,Bandar Utama,KL Sentral,3.3328422669943514
KG09: Bandar Utama,KJ16: Bank Rakyat Bangsar,3991,Bandar Utama,Bank Rakyat Bangsar,3.6010817277840235
KG09: Bandar Utama,KJ17: Abdullah Hukum,8650,Bandar Utama,Abdullah Hukum,3.9370161074648142
KG09: Bandar Utama,KJ18: Kerinchi,2909,Bandar Utama,Kerinchi,3.463743721247059
KG09: Bandar Utama,KJ19: Universiti,4705,Bandar Utama,Universiti,3.6725596277632757
KG09: Bandar Utama,KJ21: Asia Jaya,1435,Bandar Utama,Asia Jaya,3.156851901070011
KG09: Bandar Utama,KJ28: Subang Jaya,1625,Bandar Utama,Subang Jaya,3.210853365314893
KG09: Bandar Utama,MR01: KL Sentral,18,Bandar Utama,KL Sentral,1.255272505103306
KG09: Bandar Utama,MR04: Hang Tuah,2202,Bandar Utama,Hang Tuah,3.342817314635733
KG09: Bandar Utama,MR05: Imbi,104,Bandar Utama,Imbi,2.0170333392987803
KG09: Bandar Utama,MR06: Bukit Bintang,29,Bandar Utama,Bukit Bintang,1.462397997898956
KG09: Bandar Utama,SP15: Bandar Tasik Selatan,2790,Bandar Utama,Bandar Tasik Selatan,3.4456042032735974
KG10: TTDI,AG04: PWTC,1593,TTDI,PWTC,3.2022157758011316
KG10: TTDI,AG06: Bandaraya,1672,TTDI,Bandaraya,3.2232362731029975
KG10: TTDI,AG07: Masjid Jamek,3119,TTDI,Masjid Jamek,3.4940153747571436
KG10: TTDI,AG10: Pudu,2292,TTDI,Pudu,3.3602146132953523
KG10: TTDI,AG18: Ampang,4256,TTDI,Ampang,3.6290016192869916
KG10: TTDI,KG06: Kota Damansara,23472,TTDI,Kota Damansara,4.3705500964992074
KG10: TTDI,KG07: Surian,35165,TTDI,Surian,4.546110621749425
KG10: TTDI,KG08: Mutiara Damansara,36299,TTDI,Mutiara Damansara,4.559894660836002
KG10: TTDI,KG09: Bandar Utama,56686,TTDI,Bandar Utama,4.753475812446651
KG10: TTDI,KG13: Pusat Bandar Damansara,18624,TTDI,Pusat Bandar Damansara,4.270072962969794
KG10: TTDI,KG14: Semantan,16143,TTDI,Semantan,4.207984246766157
KG10: TTDI,KG15: Muzium Negara,45134,TTDI,Muzium Negara,4.654503824567048
KG10: TTDI,KG16: Pasar Seni,14033,TTDI,Pasar Seni,4.147150525210071
KG10: TTDI,KG18: Bukit Bintang,50868,TTDI,Bukit Bintang,4.706444662615846
KG10: TTDI,KG20: Tun Razak Exchange,27721,TTDI,Tun Razak Exchange,4.442808892846281
KG10: TTDI,KG21: Cochrane,10235,TTDI,Cochrane,4.010087846998524
KG10: TTDI,KG22: Maluri,20433,TTDI,Maluri,4.310332135002271
KG10: TTDI,KG25: Taman Mutiara,7792,TTDI,Taman Mutiara,3.891648943870559
KG10: TTDI,KG26: Taman Connaught,9136,TTDI,Taman Connaught,3.9607560909017727
KG10: TTDI,KG35: Kajang,17449,TTDI,Kajang,4.241770542646124
KG10: TTDI,KJ02: Taman Melati,3882,TTDI,Taman Melati,3.589055531052344
KG10: TTDI,KJ03: Wangsa Maju,6108,TTDI,Wangsa Maju,3.7858990283843834
KG10: TTDI,KJ04: Sri Rampai,3338,TTDI,Sri Rampai,3.5234863323432277
KG10: TTDI,KJ09: Ampang Park,2331,TTDI,Ampang Park,3.3675422735205767
KG10: TTDI,KJ10: KLCC,12330,TTDI,KLCC,4.090963076595732
KG10: TTDI,KJ13: Masjid Jamek,3279,TTDI,Masjid Jamek,3.515741416669365
KG10: TTDI,KJ14: Pasar Seni,17913,TTDI,Pasar Seni,4.253168325901442
KG10: TTDI,KJ15: KL Sentral,1300,TTDI,KL Sentral,3.113943352306837
KG10: TTDI,KJ16: Bank Rakyat Bangsar,2609,TTDI,Bank Rakyat Bangsar,3.4164740791002206
KG10: TTDI,KJ17: Abdullah Hukum,5628,TTDI,Abdullah Hukum,3.750354088762708
KG10: TTDI,KJ18: Kerinchi,2298,TTDI,Kerinchi,3.3613500243522663
KG10: TTDI,KJ19: Universiti,3506,TTDI,Universiti,3.544811911757776
KG10: TTDI,KJ21: Asia Jaya,1026,TTDI,Asia Jaya,3.0111473607757975
KG10: TTDI,KJ28: Subang Jaya,896,TTDI,Subang Jaya,2.9523080096621253
KG10: TTDI,MR01: KL Sentral,1,TTDI,KL Sentral,0.0
KG10: TTDI,MR04: Hang Tuah,1486,TTDI,Hang Tuah,3.1720188094245563
KG10: TTDI,MR05: Imbi,56,TTDI,Imbi,1.7481880270062005
KG10: TTDI,MR06: Bukit Bintang,11,TTDI,Bukit Bintang,1.0413926851582251
KG10: TTDI,SP15: Bandar Tasik Selatan,2204,TTDI,Bandar Tasik Selatan,3.3432115901797474
KG13: Pusat Bandar Damansara,AG04: PWTC,3004,Pusat Bandar Damansara,PWTC,3.4776999283321306
KG13: Pusat Bandar Damansara,AG06: Bandaraya,870,Pusat Bandar Damansara,Bandaraya,2.9395192526186187
KG13: Pusat Bandar Damansara,AG07: Masjid Jamek,1646,Pusat Bandar Damansara,Masjid Jamek,3.216429830876251
KG13: Pusat Bandar Damansara,AG10: Pudu,3288,Pusat Bandar Damansara,Pudu,3.5169318088680126
KG13: Pusat Bandar Damansara,AG18: Ampang,5530,Pusat Bandar Damansara,Ampang,3.7427251313046983
KG13: Pusat Bandar Damansara,KG06: Kota Damansara,17319,Pusat Bandar Damansara,Kota Damansara,4.238522812218293
KG13: Pusat Bandar Damansara,KG07: Surian,22002,Pusat Bandar Damansara,Surian,4.342462160344247
KG13: Pusat Bandar Damansara,KG08: Mutiara Damansara,44183,Pusat Bandar Damansara,Mutiara Damansara,4.645255200879286
KG13: Pusat Bandar Damansara,KG09: Bandar Utama,30094,Pusat Bandar Damansara,Bandar Utama,4.4784799166358065
KG13: Pusat Bandar Damansara,KG10: TTDI,19688,Pusat Bandar Damansara,TTDI,4.2942016006947465
KG13: Pusat Bandar Damansara,KG14: Semantan,23449,Pusat Bandar Damansara,Semantan,4.370124326635658
KG13: Pusat Bandar Damansara,KG15: Muzium Negara,40477,Pusat Bandar Damansara,Muzium Negara,4.6072083167831535
KG13: Pusat Bandar Damansara,KG16: Pasar Seni,14059,Pusat Bandar Damansara,Pasar Seni,4.14795443093082
KG13: Pusat Bandar Damansara,KG18: Bukit Bintang,49970,Pusat Bandar Damansara,Bukit Bintang,4.698709349442587
KG13: Pusat Bandar Damansara,KG20: Tun Razak Exchange,18595,Pusat Bandar Damansara,Tun Razak Exchange,4.269396182694991
KG13: Pusat Bandar Damansara,KG21: Cochrane,12824,Pusat Bandar Damansara,Cochrane,4.108023509346088
KG13: Pusat Bandar Damansara,KG22: Maluri,23654,Pusat Bandar Damansara,Maluri,4.37390459247497
KG13: Pusat Bandar Damansara,KG25: Taman Mutiara,8660,Pusat Bandar Damansara,Taman Mutiara,3.937517892017347
KG13: Pusat Bandar Damansara,KG26: Taman Connaught,8322,Pusat Bandar Damansara,Taman Connaught,3.9202277114569286
KG13: Pusat Bandar Damansara,KG35: Kajang,13295,Pusat Bandar Damansara,Kajang,4.123688341667586
KG13: Pusat Bandar Damansara,KJ02: Taman Melati,4253,Pusat Bandar Damansara,Taman Melati,3.628695382714023
KG13: Pusat Bandar Damansara,KJ03: Wangsa Maju,5985,Pusat Bandar Damansara,Wangsa Maju,3.7770641547424293
KG13: Pusat Bandar Damansara,KJ04: Sri Rampai,3610,Pusat Bandar Damansara,Sri Rampai,3.5575072019056577
KG13: Pusat Bandar Damansara,KJ09: Ampang Park,1132,Pusat Bandar Damansara,Ampang Park,3.0538464268522527
KG13: Pusat Bandar Damansara,KJ10: KLCC,5212,Pusat Bandar Damansara,KLCC,3.7170044070405472
KG13: Pusat Bandar Damansara,KJ13: Masjid Jamek,1411,Pusat Bandar Damansara,Masjid Jamek,3.149527013754348
KG13: Pusat Bandar Damansara,KJ14: Pasar Seni,17689,Pusat Bandar Damansara,Pasar Seni,4.247703281934172
KG13: Pusat Bandar Damansara,KJ15: KL Sentral,1035,Pusat Bandar Damansara,KL Sentral,3.0149403497929366
KG13: Pusat Bandar Damansara,KJ16: Bank Rakyat Bangsar,2060,Pusat Bandar Damansara,Bank Rakyat Bangsar,3.3138672203691533
KG13: Pusat Bandar Damansara,KJ17: Abdullah Hukum,2842,Pusat Bandar Damansara,Abdullah Hukum,3.4536240735914507
KG13: Pusat Bandar Damansara,KJ18: Kerinchi,1572,Pusat Bandar Damansara,Kerinchi,3.196452541703389
KG13: Pusat Bandar Damansara,KJ19: Universiti,2192,Pusat Bandar Damansara,Universiti,3.3408405498123317
KG13: Pusat Bandar Damansara,KJ21: Asia Jaya,906,Pusat Bandar Damansara,Asia Jaya,2.957128197676813
KG13: Pusat Bandar Damansara,KJ28: Subang Jaya,1828,Pusat Bandar Damansara,Subang Jaya,3.2619761913978125
KG13: Pusat Bandar Damansara,MR01: KL Sentral,11,Pusat Bandar Damansara,KL Sentral,1.0413926851582251
KG13: Pusat Bandar Damansara,MR04: Hang Tuah,2279,Pusat Bandar Damansara,Hang Tuah,3.3577443251803754
KG13: Pusat Bandar Damansara,MR05: Imbi,52,Pusat Bandar Damansara,Imbi,1.7160033436347992
KG13: Pusat Bandar Damansara,MR06: Bukit Bintang,14,Pusat Bandar Damansara,Bukit Bintang,1.146128035678238
KG13: Pusat Bandar Damansara,SP15: Bandar Tasik Selatan,1074,Pusat Bandar Damansara,Bandar Tasik Selatan,3.0310042813635367
KG14: Semantan,AG04: PWTC,2841,Semantan,PWTC,3.453471233722936
KG14: Semantan,AG06: Bandaraya,1492,Semantan,Bandaraya,3.17376882313665
KG14: Semantan,AG07: Masjid Jamek,2358,Semantan,Masjid Jamek,3.3725438007590705
KG14: Semantan,AG10: Pudu,4277,Semantan,Pudu,3.631139250256811
KG14: Semantan,AG18: Ampang,7780,Semantan,Ampang,3.890979596989689
KG14: Semantan,KG06: Kota Damansara,14701,Semantan,Kota Damansara,4.1673468775856355
KG14: Semantan,KG07: Surian,16580,Semantan,Surian,4.219584526214255
KG14: Semantan,KG08: Mutiara Damansara,19912,Semantan,Mutiara Damansara,4.299114883600537
KG14: Semantan,KG09: Bandar Utama,31147,Semantan,Bandar Utama,4.4934162228671335
KG14: Semantan,KG10: TTDI,18394,Semantan,TTDI,4.264676182148825
KG14: Semantan,KG13: Pusat Bandar Damansara,26235,Semantan,Pusat Bandar Damansara,4.418881068534358
KG14: Semantan,KG15: Muzium Negara,64492,Semantan,Muzium Negara,4.809505845312214
KG14: Semantan,KG16: Pasar Seni,22843,Semantan,Pasar Seni,4.358753139761521
KG14: Semantan,KG18: Bukit Bintang,52197,Semantan,Bukit Bintang,4.717645542832026
KG14: Semantan,KG20: Tun Razak Exchange,21764,Semantan,Tun Razak Exchange,4.337738717233867
KG14: Semantan,KG21: Cochrane,13218,Semantan,Cochrane,4.121165747534412
KG14: Semantan,KG22: Maluri,25080,Semantan,Maluri,4.3993275321586784
KG14: Semantan,KG25: Taman Mutiara,8544,Semantan,Taman Mutiara,3.9316612396844812
KG14: Semantan,KG26: Taman Connaught,9707,Semantan,Taman Connaught,3.987085029624122
KG14: Semantan,KG35: Kajang,21806,Semantan,Kajang,4.338576007749808
KG14: Semantan,KJ02: Taman Melati,6344,Semantan,Taman Melati,3.8023631743095474
KG14: Semantan,KJ03: Wangsa Maju,8058,Semantan,Wangsa Maju,3.906227263052359
KG14: Semantan,KJ04: Sri Rampai,5481,Semantan,Sri Rampai,3.7388598020722004
KG14: Semantan,KJ09: Ampang Park,1727,Semantan,Ampang Park,3.237292337567459
KG14: Semantan,KJ10: KLCC,8695,Semantan,KLCC,3.9392695863387313
KG14: Semantan,KJ13: Masjid Jamek,2916,Semantan,Masjid Jamek,3.4647875196459372
KG14: Semantan,KJ14: Pasar Seni,20313,Semantan,Pasar Seni,4.307774068517087
KG14: Semantan,KJ15: KL Sentral,1869,Semantan,KL Sentral,3.271609301378832
KG14: Semantan,KJ16: Bank Rakyat Bangsar,4297,Semantan,Bank Rakyat Bangsar,3.633165353683903
KG14: Semantan,KJ17: Abdullah Hukum,4114,Semantan,Abdullah Hukum,3.614264287358705
KG14: Semantan,KJ18: Kerinchi,1952,Semantan,Kerinchi,3.290479813330673
KG14: Semantan,KJ19: Universiti,4179,Semantan,Universiti,3.621072371143626
KG14: Semantan,KJ21: Asia Jaya,1259,Semantan,Asia Jaya,3.1000257301078626
KG14: Semantan,KJ28: Subang Jaya,2618,Semantan,Subang Jaya,3.417969642214737
KG14: Semantan,MR01: KL Sentral,7,Semantan,KL Sentral,0.8450980400142568
KG14: Semantan,MR04: Hang Tuah,2332,Semantan,Hang Tuah,3.3677285460869766
KG14: Semantan,MR05: Imbi,52,Semantan,Imbi,1.7160033436347992
KG14: Semantan,MR06: Bukit Bintang,4,Semantan,Bukit Bintang,0.6020599913279624
KG14: Semantan,SP15: Bandar Tasik Selatan,2120,Semantan,Bandar Tasik Selatan,3.326335860928751
KG15: Muzium Negara,AG04: PWTC,1534,Muzium Negara,PWTC,3.185825359612962
KG15: Muzium Negara,AG06: Bandaraya,851,Muzium Negara,Bandaraya,2.929929560084588
KG15: Muzium Negara,AG07: Masjid Jamek,1359,Muzium Negara,Masjid Jamek,3.1332194567324945
KG15: Muzium Negara,AG10: Pudu,1195,Muzium Negara,Pudu,3.0773679052841563
KG15: Muzium Negara,AG18: Ampang,5317,Muzium Negara,Ampang,3.7256666603141784
KG15: Muzium Negara,KG06: Kota Damansara,30409,Muzium Negara,Kota Damansara,4.483002138604418
KG15: Muzium Negara,KG07: Surian,45053,Muzium Negara,Surian,4.65372371518337
KG15: Muzium Negara,KG08: Mutiara Damansara,51506,Muzium Negara,Mutiara Damansara,4.711857823509365
KG15: Muzium Negara,KG09: Bandar Utama,75459,Muzium Negara,Bandar Utama,4.877711045532886
KG15: Muzium Negara,KG10: TTDI,46836,Muzium Negara,TTDI,4.670579797328873
KG15: Muzium Negara,KG13: Pusat Bandar Damansara,40392,Muzium Negara,Pusat Bandar Damansara,4.60629535768743
KG15: Muzium Negara,KG14: Semantan,61074,Muzium Negara,Semantan,4.785856364748424
KG15: Muzium Negara,KG16: Pasar Seni,32347,Muzium Negara,Pasar Seni,4.509834008532962
KG15: Muzium Negara,KG18: Bukit Bintang,111596,Muzium Negara,Bukit Bintang,5.047648628212128
KG15: Muzium Negara,KG20: Tun Razak Exchange,80320,Muzium Negara,Tun Razak Exchange,4.904823699800944
KG15: Muzium Negara,KG21: Cochrane,49517,Muzium Negara,Cochrane,4.694754324967783
KG15: Muzium Negara,KG22: Maluri,95684,Muzium Negara,Maluri,4.980839322388654
KG15: Muzium Negara,KG25: Taman Mutiara,32155,Muzium Negara,Taman Mutiara,4.507248513918786
KG15: Muzium Negara,KG26: Taman Connaught,38611,Muzium Negara,Taman Connaught,4.586711049716716
KG15: Muzium Negara,KG35: Kajang,68198,Muzium Negara,Kajang,4.8337716385611715
KG15: Muzium Negara,KJ02: Taman Melati,661,Muzium Negara,Taman Melati,2.82020145948564
KG15: Muzium Negara,KJ03: Wangsa Maju,819,Muzium Negara,Wangsa Maju,2.9132839017604186
KG15: Muzium Negara,KJ04: Sri Rampai,330,Muzium Negara,Sri Rampai,2.5185139398778875
KG15: Muzium Negara,KJ09: Ampang Park,685,Muzium Negara,Ampang Park,2.8356905714924254
KG15: Muzium Negara,KJ10: KLCC,4358,Muzium Negara,KLCC,3.6392872259102367
KG15: Muzium Negara,KJ13: Masjid Jamek,552,Muzium Negara,Masjid Jamek,2.741939077729199
KG15: Muzium Negara,KJ14: Pasar Seni,21891,Muzium Negara,Pasar Seni,4.34026560097233
KG15: Muzium Negara,KJ15: KL Sentral,587,Muzium Negara,KL Sentral,2.7686381012476144
KG15: Muzium Negara,KJ16: Bank Rakyat Bangsar,356,Muzium Negara,Bank Rakyat Bangsar,2.5514499979728753
KG15: Muzium Negara,KJ17: Abdullah Hukum,584,Muzium Negara,Abdullah Hukum,2.7664128471123997
KG15: Muzium Negara,KJ18: Kerinchi,160,Muzium Negara,Kerinchi,2.2041199826559246
KG15: Muzium Negara,KJ19: Universiti,346,Muzium Negara,Universiti,2.5390760987927767
KG15: Muzium Negara,KJ21: Asia Jaya,100,Muzium Negara,Asia Jaya,2.0
KG15: Muzium Negara,KJ28: Subang Jaya,98,Muzium Negara,Subang Jaya,1.9912260756924949
KG15: Muzium Negara,MR01: KL Sentral,31,Muzium Negara,KL Sentral,1.4913616938342726
KG15: Muzium Negara,MR04: Hang Tuah,900,Muzium Negara,Hang Tuah,2.9542425094393248
KG15: Muzium Negara,MR05: Imbi,109,Muzium Negara,Imbi,2.037426497940624
KG15: Muzium Negara,MR06: Bukit Bintang,29,Muzium Negara,Bukit Bintang,1.462397997898956
KG15: Muzium Negara,SP15: Bandar Tasik Selatan,1600,Muzium Negara,Bandar Tasik Selatan,3.2041199826559246
KG16: Pasar Seni,AG04: PWTC,2664,Pasar Seni,PWTC,3.4255342204982635
KG16: Pasar Seni,AG06: Bandaraya,2461,Pasar Seni,Bandaraya,3.3911116137028023
KG16: Pasar Seni,AG07: Masjid Jamek,11840,Pasar Seni,Masjid Jamek,4.073351702386901
KG16: Pasar Seni,AG10: Pudu,2184,Pasar Seni,Pudu,3.3392526340327
KG16: Pasar Seni,AG18: Ampang,3701,Pasar Seni,Ampang,3.5683190850951116
KG16: Pasar Seni,KG06: Kota Damansara,8927,Pasar Seni,Kota Damansara,3.9507055347738613
KG16: Pasar Seni,KG07: Surian,13893,Pasar Seni,Surian,4.142796035713555
KG16: Pasar Seni,KG08: Mutiara Damansara,14755,Pasar Seni,Mutiara Damansara,4.168939213835978
KG16: Pasar Seni,KG09: Bandar Utama,24205,Pasar Seni,Bandar Utama,4.383905086976909
KG16: Pasar Seni,KG10: TTDI,13900,Pasar Seni,TTDI,4.143014800254095
KG16: Pasar Seni,KG13: Pusat Bandar Damansara,13802,Pasar Seni,Pusat Bandar Damansara,4.13994202306998
KG16: Pasar Seni,KG14: Semantan,21641,Pasar Seni,Semantan,4.335277325031929
KG16: Pasar Seni,KG15: Muzium Negara,33651,Pasar Seni,Muzium Negara,4.526997974593544
KG16: Pasar Seni,KG18: Bukit Bintang,167948,Pasar Seni,Bukit Bintang,5.225174836435286
KG16: Pasar Seni,KG20: Tun Razak Exchange,63357,Pasar Seni,Tun Razak Exchange,4.801794604908908
KG16: Pasar Seni,KG21: Cochrane,30982,Pasar Seni,Cochrane,4.491109449605496
KG16: Pasar Seni,KG22: Maluri,38556,Pasar Seni,Maluri,4.586091971599143
KG16: Pasar Seni,KG25: Taman Mutiara,19507,Pasar Seni,Taman Mutiara,4.290190483970304
KG16: Pasar Seni,KG26: Taman Connaught,12949,Pasar Seni,Taman Connaught,4.112236230868939
KG16: Pasar Seni,KG35: Kajang,18827,Pasar Seni,Kajang,4.274781122605907
KG16: Pasar Seni,KJ02: Taman Melati,6227,Pasar Seni,Taman Melati,3.7942788657214
KG16: Pasar Seni,KJ03: Wangsa Maju,12943,Pasar Seni,Wangsa Maju,4.11203495117343
KG16: Pasar Seni,KJ04: Sri Rampai,4691,Pasar Seni,Sri Rampai,3.6712654329471586
KG16: Pasar Seni,KJ09: Ampang Park,6861,Pasar Seni,Ampang Park,3.836387419326411
KG16: Pasar Seni,KJ10: KLCC,35233,Pasar Seni,KLCC,4.546949623822047
KG16: Pasar Seni,KJ13: Masjid Jamek,7827,Pasar Seni,Masjid Jamek,3.893595333819883
KG16: Pasar Seni,KJ14: Pasar Seni,17322,Pasar Seni,Pasar Seni,4.238598034264364
KG16: Pasar Seni,KJ15: KL Sentral,37683,Pasar Seni,KL Sentral,4.576145470330555
KG16: Pasar Seni,KJ16: Bank Rakyat Bangsar,11452,Pasar Seni,Bank Rakyat Bangsar,4.058881339349561
KG16: Pasar Seni,KJ17: Abdullah Hukum,14325,Pasar Seni,Abdullah Hukum,4.156094630639427
KG16: Pasar Seni,KJ18: Kerinchi,4726,Pasar Seni,Kerinchi,3.6744937172963503
KG16: Pasar Seni,KJ19: Universiti,8642,Pasar Seni,Universiti,3.9366142619752114
KG16: Pasar Seni,KJ21: Asia Jaya,3144,Pasar Seni,Asia Jaya,3.4974825373673704
KG16: Pasar Seni,KJ28: Subang Jaya,3421,Pasar Seni,Subang Jaya,3.5341530741850624
KG16: Pasar Seni,MR01: KL Sentral,27,Pasar Seni,KL Sentral,1.4313637641589874
KG16: Pasar Seni,MR04: Hang Tuah,3088,Pasar Seni,Hang Tuah,3.4896772916636984
KG16: Pasar Seni,MR05: Imbi,268,Pasar Seni,Imbi,2.428134794028789
KG16: Pasar Seni,MR06: Bukit Bintang,72,Pasar Seni,Bukit Bintang,1.8573324964312685
KG16: Pasar Seni,SP15: Bandar Tasik Selatan,2211,Pasar Seni,Bandar Tasik Selatan,3.344588742578714
KG18: Bukit Bintang,AG04: PWTC,8558,Bukit Bintang,PWTC,3.932372282147914
KG18: Bukit Bintang,AG06: Bandaraya,6472,Bukit Bintang,Bandaraya,3.811038508604216
KG18: Bukit Bintang,AG07: Masjid Jamek,21951,Bukit Bintang,Masjid Jamek,4.341454309753056
KG18: Bukit Bintang,AG10: Pudu,3985,Bukit Bintang,Pudu,3.600428325732131
KG18: Bukit Bintang,AG18: Ampang,31710,Bukit Bintang,Ampang,4.501196242027088
KG18: Bukit Bintang,KG06: Kota Damansara,33903,Bukit Bintang,Kota Damansara,4.530238129642592
KG18: Bukit Bintang,KG07: Surian,51714,Bukit Bintang,Surian,4.713608131095254
KG18: Bukit Bintang,KG08: Mutiara Damansara,55497,Bukit Bintang,Mutiara Damansara,4.744269507110784
KG18: Bukit Bintang,KG09: Bandar Utama,82989,Bukit Bintang,Bandar Utama,4.919020531461701
KG18: Bukit Bintang,KG10: TTDI,49057,Bukit Bintang,TTDI,4.690700986118986
KG18: Bukit Bintang,KG13: Pusat Bandar Damansara,47336,Bukit Bintang,Pusat Bandar Damansara,4.675191556268955
KG18: Bukit Bintang,KG14: Semantan,50155,Bukit Bintang,Semantan,4.70031423474762
KG18: Bukit Bintang,KG15: Muzium Negara,99636,Bukit Bintang,Muzium Negara,4.998416283970876
KG18: Bukit Bintang,KG16: Pasar Seni,121226,Bukit Bintang,Pasar Seni,5.083595775321616
KG18: Bukit Bintang,KG20: Tun Razak Exchange,255216,Bukit Bintang,Tun Razak Exchange,5.4069078976897655
KG18: Bukit Bintang,KG21: Cochrane,186346,Bukit Bintang,Cochrane,5.270320074865162
