origin,destination,total_ridership,origin_label,destination_label,log_ridership
KG18: Bukit Bintang,KG22: Maluri,269264,Bukit Bintang,Maluri,5.430178293083038
KG18: Bukit Bintang,KG25: Taman Mutiara,121092,Bukit Bintang,Taman Mutiara,5.0831154522213335
KG18: Bukit Bintang,KG26: Taman Connaught,103389,Bukit Bintang,Taman Connaught,5.014474334759592
KG18: Bukit Bintang,KG35: Kajang,126189,Bukit Bintang,Kajang,5.101021498747158
KG18: Bukit Bintang,KJ02: Taman Melati,18062,Bukit Bintang,Taman Melati,4.256765837941647
KG18: Bukit Bintang,KJ03: Wangsa Maju,27465,Bukit Bintang,Wangsa Maju,4.438779603357378
KG18: Bukit Bintang,KJ04: Sri Rampai,14007,Bukit Bintang,Sri Rampai,4.146345128650468
KG18: Bukit Bintang,KJ09: Ampang Park,2673,Bukit Bintang,Ampang Park,3.426998958756537
KG18: Bukit Bintang,KJ10: KLCC,35146,Bukit Bintang,KLCC,4.545875904696417
KG18: Bukit Bintang,KJ13: Masjid Jamek,6616,Bukit Bintang,Masjid Jamek,3.8205954965444904
KG18: Bukit Bintang,KJ14: Pasar Seni,165412,Bukit Bintang,Pasar Seni,5.218567012742162
KG18: Bukit Bintang,KJ15: KL Sentral,19871,Bukit Bintang,KL Sentral,4.29821972335309
KG18: Bukit Bintang,KJ16: Bank Rakyat Bangsar,24562,Bukit Bintang,Bank Rakyat Bangsar,4.39026372702938
KG18: Bukit Bintang,KJ17: Abdullah Hukum,32586,Bukit Bintang,Abdullah Hukum,4.513031053176271
KG18: Bukit Bintang,KJ18: Kerinchi,11582,Bukit Bintang,Kerinchi,4.063783560597355
KG18: Bukit Bintang,KJ19: Universiti,21101,Bukit Bintang,Universiti,4.3243030374868345
KG18: Bukit Bintang,KJ21: Asia Jaya,10935,Bukit Bintang,Asia Jaya,4.038818787373656
KG18: Bukit Bintang,KJ28: Subang Jaya,10280,Bukit Bintang,Subang Jaya,4.011993114659257
KG18: Bukit Bintang,MR01: KL Sentral,174,Bukit Bintang,KL Sentral,2.2405492482826
KG18: Bukit Bintang,MR04: Hang Tuah,2020,Bukit Bintang,Hang Tuah,3.305351369446624
KG18: Bukit Bintang,MR05: Imbi,206,Bukit Bintang,Imbi,2.3138672203691533
KG18: Bukit Bintang,MR06: Bukit Bintang,139,Bukit Bintang,Bukit Bintang,2.143014800254095
KG18: Bukit Bintang,SP15: Bandar Tasik Selatan,8015,Bukit Bintang,Bandar Tasik Selatan,3.9039035266901636
KG20: Tun Razak Exchange,AG04: PWTC,10779,Tun Razak Exchange,PWTC,4.032578471924312
KG20: Tun Razak Exchange,AG06: Bandaraya,6238,Tun Razak Exchange,Bandaraya,3.795045370421125
KG20: Tun Razak Exchange,AG07: Masjid Jamek,8752,Tun Razak Exchange,Masjid Jamek,3.9421073089893555
KG20: Tun Razak Exchange,AG10: Pudu,6121,Tun Razak Exchange,Pudu,3.7868223794991875
KG20: Tun Razak Exchange,AG18: Ampang,20979,Tun Razak Exchange,Ampang,4.321784782959901
KG20: Tun Razak Exchange,KG06: Kota Damansara,13993,Tun Razak Exchange,Kota Damansara,4.145910834132374
KG20: Tun Razak Exchange,KG07: Surian,25642,Tun Razak Exchange,Surian,4.408951895850261
KG20: Tun Razak Exchange,KG08: Mutiara Damansara,23182,Tun Razak Exchange,Mutiara Damansara,4.365150901493603
KG20: Tun Razak Exchange,KG09: Bandar Utama,44810,Tun Razak Exchange,Bandar Utama,4.651374943913043
KG20: Tun Razak Exchange,KG10: TTDI,24449,Tun Razak Exchange,TTDI,4.388261100540889
KG20: Tun Razak Exchange,KG13: Pusat Bandar Damansara,15579,Tun Razak Exchange,Pusat Bandar Damansara,4.192539577314719
KG20: Tun Razak Exchange,KG14: Semantan,17745,Tun Razak Exchange,Semantan,4.249076003683611
KG20: Tun Razak Exchange,KG15: Muzium Negara,66152,Tun Razak Exchange,Muzium Negara,4.820542978921607
KG20: Tun Razak Exchange,KG16: Pasar Seni,40334,Tun Razak Exchange,Pasar Seni,4.605671293958651
KG20: Tun Razak Exchange,KG18: Bukit Bintang,278409,Tun Razak Exchange,Bukit Bintang,5.444683270403898
KG20: Tun Razak Exchange,KG21: Cochrane,168864,Tun Razak Exchange,Cochrane,5.22753707249703
KG20: Tun Razak Exchange,KG22: Maluri,172712,Tun Razak Exchange,Maluri,5.237322513321543
KG20: Tun Razak Exchange,KG25: Taman Mutiara,61205,Tun Razak Exchange,Taman Mutiara,4.786786902271548
KG20: Tun Razak Exchange,KG26: Taman Connaught,54240,Tun Razak Exchange,Taman Connaught,4.734319680859007
KG20: Tun Razak Exchange,KG35: Kajang,74505,Tun Razak Exchange,Kajang,4.872185419050904
KG20: Tun Razak Exchange,KJ02: Taman Melati,3803,Tun Razak Exchange,Taman Melati,3.5801263254115825
KG20: Tun Razak Exchange,KJ03: Wangsa Maju,4938,Tun Razak Exchange,Wangsa Maju,3.6935510855959133
KG20: Tun Razak Exchange,KJ04: Sri Rampai,3006,Tun Razak Exchange,Sri Rampai,3.4779889762508893
KG20: Tun Razak Exchange,KJ09: Ampang Park,289,Tun Razak Exchange,Ampang Park,2.4608978427565478
KG20: Tun Razak Exchange,KJ10: KLCC,8569,Tun Razak Exchange,KLCC,3.9329301428307897
KG20: Tun Razak Exchange,KJ13: Masjid Jamek,3290,Tun Razak Exchange,Masjid Jamek,3.5171958979499744
KG20: Tun Razak Exchange,KJ14: Pasar Seni,58189,Tun Razak Exchange,Pasar Seni,4.764840893742412
KG20: Tun Razak Exchange,KJ15: KL Sentral,10893,Tun Razak Exchange,KL Sentral,4.037147503632554
KG20: Tun Razak Exchange,KJ16: Bank Rakyat Bangsar,10358,Tun Razak Exchange,Bank Rakyat Bangsar,4.015275906681875
KG20: Tun Razak Exchange,KJ17: Abdullah Hukum,15677,Tun Razak Exchange,Abdullah Hukum,4.195262958342061
KG20: Tun Razak Exchange,KJ18: Kerinchi,4710,Tun Razak Exchange,Kerinchi,3.673020907128896
KG20: Tun Razak Exchange,KJ19: Universiti,14225,Tun Razak Exchange,Universiti,4.153052275067108
KG20: Tun Razak Exchange,KJ21: Asia Jaya,4337,Tun Razak Exchange,Asia Jaya,3.637189422148762
KG20: Tun Razak Exchange,KJ28: Subang Jaya,8979,Tun Razak Exchange,Subang Jaya,3.953227971559854
KG20: Tun Razak Exchange,MR01: KL Sentral,355,Tun Razak Exchange,KL Sentral,2.550228353055094
KG20: Tun Razak Exchange,MR04: Hang Tuah,6183,Tun Razak Exchange,Hang Tuah,3.7911992464988753
KG20: Tun Razak Exchange,MR05: Imbi,706,Tun Razak Exchange,Imbi,2.8488047010518036
KG20: Tun Razak Exchange,MR06: Bukit Bintang,252,Tun Razak Exchange,Bukit Bintang,2.401400540781544
KG20: Tun Razak Exchange,SP15: Bandar Tasik Selatan,11681,Tun Razak Exchange,Bandar Tasik Selatan,4.067480023931482
KG21: Cochrane,AG04: PWTC,3777,Cochrane,PWTC,3.5771469848275252
KG21: Cochrane,AG06: Bandaraya,4352,Cochrane,Bandaraya,3.6386888866901237
KG21: Cochrane,AG07: Masjid Jamek,6521,Cochrane,Masjid Jamek,3.8143142002074595
KG21: Cochrane,AG10: Pudu,4125,Cochrane,Pudu,3.6154239528859438
KG21: Cochrane,AG18: Ampang,17236,Cochrane,Ampang,4.2364364854163306
KG21: Cochrane,KG06: Kota Damansara,5341,Cochrane,Kota Damansara,3.727622577969137
KG21: Cochrane,KG07: Surian,8403,Cochrane,Surian,3.924434363543231
KG21: Cochrane,KG08: Mutiara Damansara,9002,Cochrane,Mutiara Damansara,3.95433900860246
KG21: Cochrane,KG09: Bandar Utama,12860,Cochrane,Bandar Utama,4.109240968588203
KG21: Cochrane,KG10: TTDI,8073,Cochrane,TTDI,3.907034952483417
KG21: Cochrane,KG13: Pusat Bandar Damansara,10662,Cochrane,Pusat Bandar Damansara,4.027838678188945
KG21: Cochrane,KG14: Semantan,9593,Cochrane,Semantan,3.9819544444699737
KG21: Cochrane,KG15: Muzium Negara,35491,Cochrane,Muzium Negara,4.550118236269641
KG21: Cochrane,KG16: Pasar Seni,22362,Cochrane,Pasar Seni,4.349510643137483
KG21: Cochrane,KG18: Bukit Bintang,169742,Cochrane,Bukit Bintang,5.229789314983599
KG21: Cochrane,KG20: Tun Razak Exchange,155499,Cochrane,Tun Razak Exchange,5.1917276004633175
KG21: Cochrane,KG22: Maluri,90778,Cochrane,Maluri,4.957980610236176
KG21: Cochrane,KG25: Taman Mutiara,41470,Cochrane,Taman Mutiara,4.617734035364018
KG21: Cochrane,KG26: Taman Connaught,35366,Cochrane,Taman Connaught,4.548585942592136
KG21: Cochrane,KG35: Kajang,45598,Cochrane,Kajang,4.658945794243111
KG21: Cochrane,KJ02: Taman Melati,4730,Cochrane,Taman Melati,3.6748611407378116
KG21: Cochrane,KJ03: Wangsa Maju,6931,Cochrane,Wangsa Maju,3.8407958988470936
KG21: Cochrane,KJ04: Sri Rampai,3555,Cochrane,Sri Rampai,3.550839605065785
KG21: Cochrane,KJ09: Ampang Park,410,Cochrane,Ampang Park,2.6127838567197355
KG21: Cochrane,KJ10: KLCC,10086,Cochrane,KLCC,4.003718963823115
KG21: Cochrane,KJ13: Masjid Jamek,1988,Cochrane,Masjid Jamek,3.2984163800612945
KG21: Cochrane,KJ14: Pasar Seni,36187,Cochrane,Pasar Seni,4.558552580415453
KG21: Cochrane,KJ15: KL Sentral,5703,Cochrane,KL Sentral,3.7561033715851058
KG21: Cochrane,KJ16: Bank Rakyat Bangsar,6018,Cochrane,Bank Rakyat Bangsar,3.7794521834040617
KG21: Cochrane,KJ17: Abdullah Hukum,10975,Cochrane,Abdullah Hukum,4.040404528914159
KG21: Cochrane,KJ18: Kerinchi,3813,Cochrane,Kerinchi,3.5812668052736707
KG21: Cochrane,KJ19: Universiti,7322,Cochrane,Universiti,3.8646297245455123
KG21: Cochrane,KJ21: Asia Jaya,2182,Cochrane,Asia Jaya,3.338854746252323
KG21: Cochrane,KJ28: Subang Jaya,3176,Cochrane,Subang Jaya,3.5018804937550585
KG21: Cochrane,MR01: KL Sentral,92,Cochrane,KL Sentral,1.9637878273455553
KG21: Cochrane,MR04: Hang Tuah,4021,Cochrane,Hang Tuah,3.604334073102911
KG21: Cochrane,MR05: Imbi,518,Cochrane,Imbi,2.714329759745233
KG21: Cochrane,MR06: Bukit Bintang,78,Cochrane,Bukit Bintang,1.8920946026904804
KG21: Cochrane,SP15: Bandar Tasik Selatan,7485,Cochrane,Bandar Tasik Selatan,3.874191804679071
KG22: Maluri,AG04: PWTC,4958,Maluri,PWTC,3.6953065224318027
KG22: Maluri,AG06: Bandaraya,8816,Maluri,Bandaraya,3.94527158150771
KG22: Maluri,AG07: Masjid Jamek,15080,Maluri,Masjid Jamek,4.178401341533755
KG22: Maluri,AG10: Pudu,14306,Maluri,Pudu,4.155518220708411
KG22: Maluri,AG18: Ampang,25627,Maluri,Ampang,4.408697768895788
KG22: Maluri,KG06: Kota Damansara,8513,Maluri,Kota Damansara,3.930082633392371
KG22: Maluri,KG07: Surian,16898,Maluri,Surian,4.227835305775587
KG22: Maluri,KG08: Mutiara Damansara,14253,Maluri,Mutiara Damansara,4.153906285138868
KG22: Maluri,KG09: Bandar Utama,28356,Maluri,Bandar Utama,4.452644967679994
KG22: Maluri,KG10: TTDI,19436,Maluri,TTDI,4.288606890390969
KG22: Maluri,KG13: Pusat Bandar Damansara,22806,Maluri,Pusat Bandar Damansara,4.358049119986747
KG22: Maluri,KG14: Semantan,24414,Maluri,Semantan,4.387638940236929
KG22: Maluri,KG15: Muzium Negara,93719,Maluri,Muzium Negara,4.971827645942863
KG22: Maluri,KG16: Pasar Seni,32659,Maluri,Pasar Seni,4.514002882754269
KG22: Maluri,KG18: Bukit Bintang,267085,Maluri,Bukit Bintang,5.426649497904727
KG22: Maluri,KG20: Tun Razak Exchange,169476,Maluri,Tun Razak Exchange,5.229108205161215
KG22: Maluri,KG21: Cochrane,84592,Maluri,Cochrane,4.927329293061036
KG22: Maluri,KG25: Taman Mutiara,85144,Maluri,Taman Mutiara,4.930154049142989
KG22: Maluri,KG26: Taman Connaught,54722,Maluri,Taman Connaught,4.738161961758311
KG22: Maluri,KG35: Kajang,46339,Maluri,Kajang,4.665946657439112
KG22: Maluri,KJ02: Taman Melati,3668,Maluri,Taman Melati,3.5644293269979834
KG22: Maluri,KJ03: Wangsa Maju,7043,Maluri,Wangsa Maju,3.8477576883923312
KG22: Maluri,KJ04: Sri Rampai,2382,Maluri,Sri Rampai,3.3769417571467586
KG22: Maluri,KJ09: Ampang Park,507,Maluri,Ampang Park,2.705007959333336
KG22: Maluri,KJ10: KLCC,14325,Maluri,KLCC,4.156094630639427
KG22: Maluri,KJ13: Masjid Jamek,1745,Maluri,Masjid Jamek,3.241795431295199
KG22: Maluri,KJ14: Pasar Seni,29169,Maluri,Pasar Seni,4.4649215404715346
KG22: Maluri,KJ15: KL Sentral,7583,Maluri,KL Sentral,3.8798410559865624
KG22: Maluri,KJ16: Bank Rakyat Bangsar,16033,Maluri,Bank Rakyat Bangsar,4.205014792569004
KG22: Maluri,KJ17: Abdullah Hukum,29448,Maluri,Abdullah Hukum,4.46905580443861
KG22: Maluri,KJ18: Kerinchi,11917,Maluri,Kerinchi,4.076166939344932
KG22: Maluri,KJ19: Universiti,9693,Maluri,Universiti,3.9864582127373063
KG22: Maluri,KJ21: Asia Jaya,6319,Maluri,Asia Jaya,3.8006483553639883
KG22: Maluri,KJ28: Subang Jaya,5201,Maluri,Subang Jaya,3.716086853774832
KG22: Maluri,MR01: KL Sentral,798,Maluri,KL Sentral,2.9020028913507296
KG22: Maluri,MR04: Hang Tuah,10238,Maluri,Hang Tuah,4.010215125214226
KG22: Maluri,MR05: Imbi,2021,Maluri,Imbi,3.305566313515304
KG22: Maluri,MR06: Bukit Bintang,224,Maluri,Bukit Bintang,2.3502480183341627
KG22: Maluri,SP15: Bandar Tasik Selatan,8702,Maluri,Bandar Tasik Selatan,3.939619078956698
KG25: Taman Mutiara,AG04: PWTC,2738,Taman Mutiara,PWTC,3.437433443797971
KG25: Taman Mutiara,AG06: Bandaraya,4008,Taman Mutiara,Bandaraya,3.6029277128591892
KG25: Taman Mutiara,AG07: Masjid Jamek,4231,Taman Mutiara,Masjid Jamek,3.6264430253312945
KG25: Taman Mutiara,AG10: Pudu,8939,Taman Mutiara,Pudu,3.9512889372776723
KG25: Taman Mutiara,AG18: Ampang,4776,Taman Mutiara,Ampang,3.6790643181213127
KG25: Taman Mutiara,KG06: Kota Damansara,3191,Taman Mutiara,Kota Damansara,3.5039268041935103
KG25: Taman Mutiara,KG07: Surian,7699,Taman Mutiara,Surian,3.8864343196289384
KG25: Taman Mutiara,KG08: Mutiara Damansara,5220,Taman Mutiara,Mutiara Damansara,3.717670503002262
KG25: Taman Mutiara,KG09: Bandar Utama,12643,Taman Mutiara,Bandar Utama,4.101850137938126
KG25: Taman Mutiara,KG10: TTDI,6878,Taman Mutiara,TTDI,3.8374621714859947
KG25: Taman Mutiara,KG13: Pusat Bandar Damansara,7748,Taman Mutiara,Pusat Bandar Damansara,3.889189612047073
KG25: Taman Mutiara,KG14: Semantan,6775,Taman Mutiara,Semantan,3.8309092995464433
KG25: Taman Mutiara,KG15: Muzium Negara,24156,Taman Mutiara,Muzium Negara,4.383025020936279
KG25: Taman Mutiara,KG16: Pasar Seni,16258,Taman Mutiara,Pasar Seni,4.211067119217032
KG25: Taman Mutiara,KG18: Bukit Bintang,111100,Taman Mutiara,Bukit Bintang,5.0457140589408676
KG25: Taman Mutiara,KG20: Tun Razak Exchange,55373,Taman Mutiara,Tun Razak Exchange,4.743298053368377
KG25: Taman Mutiara,KG21: Cochrane,38096,Taman Mutiara,Cochrane,4.580879378060804
KG25: Taman Mutiara,KG22: Maluri,72755,Taman Mutiara,Maluri,4.861862845050274
KG25: Taman Mutiara,KG26: Taman Connaught,80136,Taman Mutiara,Taman Connaught,4.903827660765977
KG25: Taman Mutiara,KG35: Kajang,22383,Taman Mutiara,Kajang,4.349918294709261
KG25: Taman Mutiara,KJ02: Taman Melati,1393,Taman Mutiara,Taman Melati,3.1439511164239633
KG25: Taman Mutiara,KJ03: Wangsa Maju,3161,Taman Mutiara,Wangsa Maju,3.49982449583958
KG25: Taman Mutiara,KJ04: Sri Rampai,982,Taman Mutiara,Sri Rampai,2.9921114877869495
KG25: Taman Mutiara,KJ09: Ampang Park,334,Taman Mutiara,Ampang Park,2.5237464668115646
KG25: Taman Mutiara,KJ10: KLCC,7712,Taman Mutiara,KLCC,3.887167020894774
KG25: Taman Mutiara,KJ13: Masjid Jamek,3999,Taman Mutiara,Masjid Jamek,3.6019514041335214
KG25: Taman Mutiara,KJ14: Pasar Seni,15416,Taman Mutiara,Pasar Seni,4.187971701647396
KG25: Taman Mutiara,KJ15: KL Sentral,2086,Taman Mutiara,KL Sentral,3.319314304090512
KG25: Taman Mutiara,KJ16: Bank Rakyat Bangsar,5222,Taman Mutiara,Bank Rakyat Bangsar,3.7178368674869255
KG25: Taman Mutiara,KJ17: Abdullah Hukum,14071,Taman Mutiara,Abdullah Hukum,4.148324963038817
KG25: Taman Mutiara,KJ18: Kerinchi,4637,Taman Mutiara,Kerinchi,3.6662370958958044
KG25: Taman Mutiara,KJ19: Universiti,2911,Taman Mutiara,Universiti,3.464042205438811
KG25: Taman Mutiara,KJ21: Asia Jaya,2735,Taman Mutiara,Asia Jaya,3.4369573306694496
KG25: Taman Mutiara,KJ28: Subang Jaya,1414,Taman Mutiara,Subang Jaya,3.150449409460881
KG25: Taman Mutiara,MR01: KL Sentral,38,Taman Mutiara,KL Sentral,1.5797835966168101
KG25: Taman Mutiara,MR04: Hang Tuah,2941,Taman Mutiara,Hang Tuah,3.468495024507069
KG25: Taman Mutiara,MR05: Imbi,187,Taman Mutiara,Imbi,2.271841606536499
KG25: Taman Mutiara,MR06: Bukit Bintang,39,Taman Mutiara,Bukit Bintang,1.591064607026499
KG25: Taman Mutiara,SP15: Bandar Tasik Selatan,1322,Taman Mutiara,Bandar Tasik Selatan,3.1212314551496214
KG26: Taman Connaught,AG04: PWTC,1608,Taman Connaught,PWTC,3.2062860444124324
KG26: Taman Connaught,AG06: Bandaraya,3765,Taman Connaught,Bandaraya,3.5757649805367193
KG26: Taman Connaught,AG07: Masjid Jamek,4560,Taman Connaught,Masjid Jamek,3.658964842664435
KG26: Taman Connaught,AG10: Pudu,5128,Taman Connaught,Pudu,3.709948016510761
KG26: Taman Connaught,AG18: Ampang,2525,Taman Connaught,Ampang,3.40226138245468
KG26: Taman Connaught,KG06: Kota Damansara,2965,Taman Connaught,Kota Damansara,3.4720246977002813
KG26: Taman Connaught,KG07: Surian,6539,Taman Connaught,Surian,3.8155113373627643
KG26: Taman Connaught,KG08: Mutiara Damansara,6324,Taman Connaught,Mutiara Damansara,3.8009918612601714
KG26: Taman Connaught,KG09: Bandar Utama,12095,Taman Connaught,Bandar Utama,4.082605872697899
KG26: Taman Connaught,KG10: TTDI,10034,Taman Connaught,TTDI,4.001474096691733
KG26: Taman Connaught,KG13: Pusat Bandar Damansara,9291,Taman Connaught,Pusat Bandar Damansara,3.968062460076449
KG26: Taman Connaught,KG14: Semantan,11912,Taman Connaught,Semantan,4.07598468474412
KG26: Taman Connaught,KG15: Muzium Negara,37463,Taman Connaught,Muzium Negara,4.573602552304502
KG26: Taman Connaught,KG16: Pasar Seni,12157,Taman Connaught,Pasar Seni,4.0848264166974335
KG26: Taman Connaught,KG18: Bukit Bintang,105515,Taman Connaught,Bukit Bintang,5.023314203275059
KG26: Taman Connaught,KG20: Tun Razak Exchange,53467,Taman Connaught,Tun Razak Exchange,4.7280858167916255
KG26: Taman Connaught,KG21: Cochrane,31143,Taman Connaught,Cochrane,4.493360445762301
KG26: Taman Connaught,KG22: Maluri,43301,Taman Connaught,Maluri,4.636497926133204
KG26: Taman Connaught,KG25: Taman Mutiara,65884,Taman Connaught,Taman Mutiara,4.818779958518241
KG26: Taman Connaught,KG35: Kajang,11911,Taman Connaught,Kajang,4.075948224644035
KG26: Taman Connaught,KJ02: Taman Melati,822,Taman Connaught,Taman Melati,2.9148718175400505
KG26: Taman Connaught,KJ03: Wangsa Maju,2052,Taman Connaught,Wangsa Maju,3.3121773564397787
KG26: Taman Connaught,KJ04: Sri Rampai,724,Taman Connaught,Sri Rampai,2.859738566197147
KG26: Taman Connaught,KJ09: Ampang Park,325,Taman Connaught,Ampang Park,2.5118833609788744
KG26: Taman Connaught,KJ10: KLCC,8337,Taman Connaught,KLCC,3.9210098014970343
KG26: Taman Connaught,KJ13: Masjid Jamek,2514,Taman Connaught,Masjid Jamek,3.400365273349939
KG26: Taman Connaught,KJ14: Pasar Seni,14318,Taman Connaught,Pasar Seni,4.155882358081815
KG26: Taman Connaught,KJ15: KL Sentral,1927,Taman Connaught,KL Sentral,3.284881714655453
KG26: Taman Connaught,KJ16: Bank Rakyat Bangsar,7614,Taman Connaught,Bank Rakyat Bangsar,3.8816128724783483
KG26: Taman Connaught,KJ17: Abdullah Hukum,20637,Taman Connaught,Abdullah Hukum,4.314646564169264
KG26: Taman Connaught,KJ18: Kerinchi,7775,Taman Connaught,Kerinchi,3.890700397698875
KG26: Taman Connaught,KJ19: Universiti,3814,Taman Connaught,Universiti,3.5813806887099866
KG26: Taman Connaught,KJ21: Asia Jaya,3472,Taman Connaught,Asia Jaya,3.540579716504454
KG26: Taman Connaught,KJ28: Subang Jaya,1928,Taman Connaught,Subang Jaya,3.285107029566812
KG26: Taman Connaught,MR01: KL Sentral,27,Taman Connaught,KL Sentral,1.4313637641589874
KG26: Taman Connaught,MR04: Hang Tuah,3082,Taman Connaught,Hang Tuah,3.4888326343824003
KG26: Taman Connaught,MR05: Imbi,142,Taman Connaught,Imbi,2.1522883443830563
KG26: Taman Connaught,MR06: Bukit Bintang,14,Taman Connaught,Bukit Bintang,1.146128035678238
KG26: Taman Connaught,SP15: Bandar Tasik Selatan,516,Taman Connaught,Bandar Tasik Selatan,2.7126497016272113
KG35: Kajang,AG04: PWTC,4092,Kajang,PWTC,3.6119356250401227
KG35: Kajang,AG06: Bandaraya,12356,Kajang,Bandaraya,4.091877899629413
KG35: Kajang,AG07: Masjid Jamek,9946,Kajang,Masjid Jamek,3.9976484548962063
KG35: Kajang,AG10: Pudu,3293,Kajang,Pudu,3.517591730711908
KG35: Kajang,AG18: Ampang,5563,Kajang,Ampang,3.745309059940828
KG35: Kajang,KG06: Kota Damansara,8708,Kajang,Kota Damansara,3.939918420369057
KG35: Kajang,KG07: Surian,10149,Kajang,Surian,4.006423252507643
KG35: Kajang,KG08: Mutiara Damansara,16515,Kajang,Mutiara Damansara,4.217878578027433
KG35: Kajang,KG09: Bandar Utama,22877,Kajang,Bandar Utama,4.359399072180887
KG35: Kajang,KG10: TTDI,18942,Kajang,TTDI,4.277425832275861
KG35: Kajang,KG13: Pusat Bandar Damansara,14092,Kajang,Pusat Bandar Damansara,4.148972634509205
KG35: Kajang,KG14: Semantan,25448,Kajang,Semantan,4.405653656099307
KG35: Kajang,KG15: Muzium Negara,68578,Kajang,Muzium Negara,4.83618481525502
KG35: Kajang,KG16: Pasar Seni,19152,Kajang,Pasar Seni,4.282214133062335
KG35: Kajang,KG18: Bukit Bintang,132678,Kajang,Bukit Bintang,5.12279891630305
KG35: Kajang,KG20: Tun Razak Exchange,70100,Kajang,Tun Razak Exchange,4.845718017966659
KG35: Kajang,KG21: Cochrane,38824,Kajang,Cochrane,4.589100278307229
KG35: Kajang,KG22: Maluri,40878,Kajang,Maluri,4.611489639323041
KG35: Kajang,KG25: Taman Mutiara,19715,Kajang,Taman Mutiara,4.294796781409242
KG35: Kajang,KG26: Taman Connaught,11634,Kajang,Taman Connaught,4.065729059462349
KG35: Kajang,KJ02: Taman Melati,2095,Kajang,Taman Melati,3.3211840273023143
KG35: Kajang,KJ03: Wangsa Maju,3177,Kajang,Wangsa Maju,3.5020172148271476
KG35: Kajang,KJ04: Sri Rampai,2298,Kajang,Sri Rampai,3.3613500243522663
KG35: Kajang,KJ09: Ampang Park,419,Kajang,Ampang Park,2.622214022966295
KG35: Kajang,KJ10: KLCC,20530,Kajang,KLCC,4.312388949370592
KG35: Kajang,KJ13: Masjid Jamek,7884,Kajang,Masjid Jamek,3.8967466156074058
KG35: Kajang,KJ14: Pasar Seni,42476,Kajang,Pasar Seni,4.62814361212895
KG35: Kajang,KJ15: KL Sentral,4900,Kajang,KL Sentral,3.690196080028514
KG35: Kajang,KJ16: Bank Rakyat Bangsar,13052,Kajang,Bank Rakyat Bangsar,4.115677065115837
KG35: Kajang,KJ17: Abdullah Hukum,25339,Kajang,Abdullah Hukum,4.4037894715161885
KG35: Kajang,KJ18: Kerinchi,13382,Kajang,Kerinchi,4.126521025543412
KG35: Kajang,KJ19: Universiti,5754,Kajang,Universiti,3.759969857554307
KG35: Kajang,KJ21: Asia Jaya,7443,Kajang,Asia Jaya,3.8717480189918714
KG35: Kajang,KJ28: Subang Jaya,4789,Kajang,Subang Jaya,3.6802448370426077
KG35: Kajang,MR01: KL Sentral,45,Kajang,KL Sentral,1.6532125137753437
KG35: Kajang,MR04: Hang Tuah,2654,Kajang,Hang Tuah,3.4239009185284166
KG35: Kajang,MR05: Imbi,138,Kajang,Imbi,2.1398790864012365
KG35: Kajang,MR06: Bukit Bintang,35,Kajang,Bukit Bintang,1.5440680443502757
KG35: Kajang,SP15: Bandar Tasik Selatan,2664,Kajang,Bandar Tasik Selatan,3.4255342204982635
KJ02: Taman Melati,AG04: PWTC,2395,Taman Melati,PWTC,3.379305517750582
KJ02: Taman Melati,AG06: Bandaraya,7333,Taman Melati,Bandaraya,3.8652816849956104
KJ02: Taman Melati,AG07: Masjid Jamek,14910,Taman Melati,Masjid Jamek,4.173477643452995
KJ02: Taman Melati,AG10: Pudu,1270,Taman Melati,Pudu,3.103803720955957
KJ02: Taman Melati,AG18: Ampang,1064,Taman Melati,Ampang,3.0269416279590295
KJ02: Taman Melati,KG06: Kota Damansara,1220,Taman Melati,Kota Damansara,3.0863598306747484
KJ02: Taman Melati,KG07: Surian,2839,Taman Melati,Surian,3.4531653925258574
KJ02: Taman Melati,KG08: Mutiara Damansara,2651,Taman Melati,Mutiara Damansara,3.4234097277330933
KJ02: Taman Melati,KG09: Bandar Utama,6268,Taman Melati,Bandar Utama,3.7971289877965524
KJ02: Taman Melati,KG10: TTDI,4127,Taman Melati,TTDI,3.615634468877416
KJ02: Taman Melati,KG13: Pusat Bandar Damansara,4484,Taman Melati,Pusat Bandar Damansara,3.6516656039229356
KJ02: Taman Melati,KG14: Semantan,7805,Taman Melati,Semantan,3.8923729073984363
KJ02: Taman Melati,KG15: Muzium Negara,578,Taman Melati,Muzium Negara,2.761927838420529
KJ02: Taman Melati,KG16: Pasar Seni,5539,Taman Melati,Pasar Seni,3.7434313651466837
KJ02: Taman Melati,KG18: Bukit Bintang,16234,Taman Melati,Bukit Bintang,4.2104255416310865
KJ02: Taman Melati,KG20: Tun Razak Exchange,3065,Taman Melati,Tun Razak Exchange,3.486430478854434
KJ02: Taman Melati,KG21: Cochrane,4257,Taman Melati,Cochrane,3.6291036501771363
KJ02: Taman Melati,KG22: Maluri,3334,Taman Melati,Maluri,3.5229655954919865
KJ02: Taman Melati,KG25: Taman Mutiara,1658,Taman Melati,Taman Mutiara,3.2195845262142546
KJ02: Taman Melati,KG26: Taman Connaught,870,Taman Melati,Taman Connaught,2.9395192526186187
KJ02: Taman Melati,KG35: Kajang,1760,Taman Melati,Kajang,3.24551266781415
KJ02: Taman Melati,KJ03: Wangsa Maju,37847,Taman Melati,Wangsa Maju,4.578031460187958
